full_text,text_clean
Buat mbak yg bareng saya nunggu jaklingko 88 di daerah pademangan kita semua yg nunggu bukan patung ya mbak Kamu nyebelin mbak Dah aku tegur baik2 tp gak gubris Oh iya kamu turun di stasiun ancol btw,mbak bareng nunggu jakarta lingko daerah pademangan nunggu patung mbak nyebelin mbak tegur baik gubris turun stasiun ancol ngomong-ngomong
Timur Jaklingko KJP Revitalisasi Taman Yg 3 Itu Sih Yg Paling Menyentuh Untuk Semua Lapisan Masyarakat Kalo Loe Kata Puskesmas Mainlah Kejakarta Betapa Banyaknya Disini Faskes,timur jakarta lingko revitalisasi taman yang sentuh lapis masyarakat kamu kata puskesmas main kejakarta betapa banyak faskes
ARB Tetap Lbh Byk Keberhslnya JIS E Formula Jaklingko Bnyk Taman dll itu monumental BuzzerRp ga ngakui gpp Dunia Internasional mengakuinya Bhs Inggris kereen pergaulan Int l Sgt Meyakinkan Pidato 10 mnt di forum PBB bs yakinkan Sekjen PBB amp Pemimpin Dunia GP NIHIL,tetap lebih banyak keberhslnya formula jakarta lingko banyak taman lain monumental buzzerrp ngakui apa dunia internasional aku inggris kereen gaul sangat yakin pidato menit forum yakin sekjen pimpin dunia nihil
Transjakarta kapasitas penumpang jaklingko itu brapa ya sebenarnya,transjakarta kapasitas tumpang jakarta lingko brapa
2 opsi kalau masih santai dan biar gak capek pas di kampus jalan kaki untuk naik jaklingko sambung naik transjakarta naik bus kampus sampai di depan fakultas langsung 90 menit,opsi santai cape kampus jalan kaki naik jakarta lingko sambung naik transjakarta naik kampus fakultas langsung menit
Ada dua opsi yang tersedia 1 opsi kalau sudah telat jalan kaki untuk naik jaklingko transit sekali sambung jaklingko naik krl sampai di stasiun dan jalan kaki lagi ke fakultas 50 menit atau,opsi sedia opsi lambat jalan kaki naik jakarta lingko transit sambung jakarta lingko naik stasiun jalan kaki fakultas menit
kopaja metro mini ud ngga ada skrg bang adanya Mikrotrans Jaklingko TJ Reguler BRT Non BRT Royal trans ma Bus Wisata sekarang banya ud ga bilang busway tp TJ atau TransJakarta,kopaja metro mini tidak sekarang mikrotrans jakarta lingko trans jakarta reguler royal trans sama wisata banyak tidak bilang busway trans jakarta transjakarta
Transjakarta min jaklingko yang lewatin stasiun tanjung barat apa aja ya,transjakarta jakarta lingko lewatin stasiun tanjung barat
Kalo masalah bus keanya jakarta better ga sih kalo liat jenis jenis layanannya I mean di era jaklingko sistem bus di jkt is good tho,masalah keanya jakarta better jika lihat jenis jenis layan maksud jakarta lingko sistem jakarta good
lama tinggal di jakarta kalo jalan2 udah 7 tahun ini naik baswe sambung2 kereta n jaklingko,tinggal jakarta jalan tahun naik baswe sambung kereta jakarta lingko
Beda memang gubernur yg pinter dgn yg keminter skrg kita bangga dgn jakarta banyak taman masy difasilitasi jaklingko agar lebih banyak gunakan kendaraan umum atau sepeda dan jln kaki khas negara maju agar kita tdk trs jd wong ndeso blm lg gagssan kolaboratif interaktif bravo anis,beda gubernur pinter yang keminter sekarang bangga jakarta taman masyarakat fasilitas jakarta lingko guna kendara umum sepeda jalan kaki khas negara maju terus jadi ndeso lagi kolaboratif interaktif bravo anis
Ide simpatik Anies mengintegrasikan JakLingko setara dengan negara negara maju,simpatik anies integrasi jakarta lingko tara negara negara maju
Pernah di posisi penumpang seperti ini Makanya harus pakai card holder e moneynya di buat berbeda custom agar tidak tertukar dengan penumpang lainnya Rekomendasi saya e money Bank BNI Bank Mandiri Salam JAK 03 PapaEko JakLingko CardReader Transjakarta,posisi tumpang pakai card holder moneynya beda custom tukar tumpang rekomendasi money bank bank mandiri salam papaeko jakarta lingko cardreader transjakarta
ada yg punya kartu jaklingko ga kepake,punya kartu jakarta lingko kepake
baik min kalau pesan di aplikasi jaklingko untuk perjalanan bagaimana ya lebak bulus bundaran hi by mrt lalu bundaran hi harmoni busway,baik pesan aplikasi jakarta lingko jalan lebak bulus bundar mass rapid transit bundar harmoni busway
Kakak mendapatkan tarif integrasi maksimal Rp10 000 ya dan pengembalian atas tarif kelebihan bayar pada MRT J akan dilakukan lewat mekanisme cashback pada aplikasi JakLingko 1,kakak dapat tarif integrasi maksimal kembali atas tarif lebih bayar mass rapid transit laku lewat mekanisme cashback aplikasi jakarta lingko
Hai kak Apabila ingin menggunakan layanan Mikrotrans silakan gunakan kartu berlogo Jaklingko dengan tarif Rp 0 Terima kasih NR,guna layan mikrotrans sila guna kartu logo jakarta lingko tarif terima kasih
Orang begini nih di kasih enak dikit langsung nge bodoh2in orang Padahal dia aja komen gk nyambung sama yang lg dibahas Emang elu pernah naik jaklingko dan jpo,orang kasih enak dikit langsung bodoh orang komen nyambung bahas memang kamu naik jakarta lingko
Klo ga pernah naik jaklingko JPO dan merasakan kemudahan di DKI ga ush bacot deh ketakar bodoh lo,kalau naik jakarta lingko rasa mudah banyak bicara ketakar bodoh kamu
Ya klo diluar jkt minimal googling lah Jaklingko jaki tmb pedestrian bike line jis dll,kalau luar jakarta minimal googling jakarta lingko jaki pedestrian bike line lain
iyo sam karna di jkt pun pakai jaklingko itu jg peremajaan dan supire digaji ongkos gratis dan warga mensupport aku sering bareng arek sekolah bapak2 ibu2 wis tuwo misal ndek malang real onok sejenis iku lek podo ga gelem support numpak iku trs sek macet yo ojok nyalahno,jakarta pakai jakarta lingko remaja supire gaji ongkos gratis warga mensupport bareng arek sekolah bapak tuwo misal malang real onok jenis podo gelem support numpak terus macet ojok nyalahno
Biasanya ke kantor naik MRT Grab 25500 Hari ini dikenalin integrasi pake JakLingko ke kantor cuman 6750 WKWKWKWKWKWKWK Tapi dari monas kudu jalan lagi ke kantor 10 menit,kantor naik mass rapid transit grab hari dikenalin integrasi pakai jakarta lingko kantor wkwkwkwkwkwkwk monas jalan kantor menit
Pagi ini saya naik Jaklingko 99 dengan no KWK 220020 dari Buaran menuju Kalimalang nama driver Heryanto Tambunan supir mengantuk dan sempat tertidur saat menunggu lampu merah Transjakarta,pagi naik jakarta lingko buar tuju kalimalang nama driver heryanto tambun supir antuk tidur tunggu lampu merah transjakarta
Transjakarta Kalau naik mobil jaklingko pakai emoney mandiri tarifnya berapa,transjakarta naik mobil jakarta lingko pakai emoney mandiri tarif
Hai kak Apabila ingin menggunakan layanan Mikrotrans silakan gunakan kartu berlogo Jaklingko dengan tarif Rp 0 Tks WY,guna layan mikrotrans sila guna kartu logo jakarta lingko tarif terima kasih
Transjakarta ini driver jaklingko yg ugal2an kok masih dipergunakan ya Bahaya banget loh bawa penumpang banyak tp cara bawa mobil nya gak bener Tolong di review dong min drivernya,transjakarta driver jakarta lingko ugal guna bahaya banget bawa tumpang cara bawa mobil benar review drivernya
Hai Kak Mohon maaf atas ketidaknyamananya Mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih MB,mohon maaf atas ketidaknyamananya kena saldo potong kali sila lapor nomor customer care jakarta lingko hubung whatsapp phone email customercare terima kasih
Memang ditutup Semenjak pandemi exit yang tersambung ke halte JakLingko di bawahnya Jembatan Multiguna memang ditutup mulai pukul 15 00 WIB setiap harinya,tutup semenjak pandemi exit sambung halte jakarta lingko bawah jembatan multiguna tutup mulai pukul hari
Udh mah bapil nunggu berobat setaun kerja dr jam 7 21 besok masuk malem kaki keseleo pas masuk jaklingko karna buru2 dan lupa absen hahahahaanjingn,udah bapil nunggu obat taun kerja besok masuk malam kaki keseleo masuk jakarta lingko buru lupa absen hahahahaanjingn
Untuk mengakitfkannya bisa menggunakan mesin BCT yang sudah tersedia di Stasiun MRT Jakarta ya Kak Namun pastikan sudah mendaftar pada aplikasi JakLingko dan mendaftarkan kartu yang digunakan untuk mendapatkan cashback dari tarif integrasinya ya Kak Terima kasih,mengakitfkannya guna mesin sedia stasiun mass rapid transit jakarta pasti daftar aplikasi jakarta lingko daftar kartu guna dapat cashback tarif integrasi terima kasih
Kartu yang bisa dilakukan untuk tarif integrasi yaitu kartu uang elektornik Jaklingko E Money Bank Mandiri Brizzi Bank BRI Tapcash Bank BNI Flazz gen 2 Bank BCA dan Jakarta Card Bank DKI Namun kartu harus di aktivasi ya Kak Terima kasih,kartu laku tarif integrasi kartu uang elektornik jakarta lingko money bank mandiri brizzi bank tapcash bank flazz bank jakarta card bank kartu aktivasi terima kasih
ini gimana bisa 14rb aja kak harus pake jaklingko kalau yg 10rb itu apa,bagaimana ribu pakai jakarta lingko ribu
besok jd rangers jaklingko lagi semangattt,besok jadi rangers jakarta lingko semangattt
Kakak dapat tap in dan tap out kartu KMT Commuter Line pada gate khusus aplikasi dan gate Jellies JakLingko ya Kak Terima kasih 02,kakak kartu commuter line gerbang khusus aplikasi gerbang jellies jakarta lingko terima kasih
gokil sih selama tinggal di jkt dan langganan naik jaklingko baru kali ini angkor sopirnya cewek kalau bus sih dah biasa ye,gila tinggal jakarta langgan naik jakarta lingko baru kali angkor sopir cewek
Betul bu aq org katakanla ekonomi pas2an kdg bli beras hari 2 hari ga bsa bli tapi karna program anis jaklingko jd mudah krn g bayar angkotnya pke kartu aja semoga beliau bner2 jadi persiden 2024,betul orang katakanla ekonomi kadang beras hari hari bisa program anis jakarta lingko jadi mudah tidak bayar angkotnya pakai kartu moga beliau benar jadi persiden
0 rupiah jaklingko 11 kilo,rupiah jakarta lingko kilometer
Happy happy happy 30 menit dah sampe rumah gratis pula love Jaklingko banyak banyak,bahagia bahagia bahagia menit sampai rumah gratis cinta jakarta lingko
Ini kamu tinggal di mana JAKLINGKO UNTUK MASYARAKAT DKI DAN JABODETABEK yang kerja di DKI naik Jeklingko 0 Rp Monas Udh rapi dan di kembalikan ke asalnya Main dong Main,tinggal jakarta lingko masyarakat jabodetabek kerja naik jeklingko monas udah rapi kembali asal main main
Transjakarta Min Kartu jaklingko tersedia di halte mana aja ya Kok byk yg habis,transjakarta kartu jakarta lingko sedia halte banyak habis
Iseng cek cineapolis dkt rumah Klo weekdays jam pertama htm 20ribuan transport pakai jaklingko gratis ya cincaylah insyaaAllah,iseng cineapolis rumah kalau weekdays pertama ribu transport pakai jakarta lingko gratis cincaylah insyaaallah
Hai kak kakak udah dapet kah kartu jaklingko nya Aku juga mau beli susah banget,kakak dapat kartu jakarta lingko beli susah banget
Transjakarta Kak maaf mau tanya Beli kartu jaklingko nya di halte mana ya kak Csw kah Kok aku sempet ke sana mau beli tapi katanya habis ya,transjakarta maaf tanya beli kartu jakarta lingko halte sempat beli kata habis
Yang lewatin Lotte Avenue itu ada JakLingko Angkot Gratis atau Busway,lewatin lotte avenue jakarta lingko angkot gratis busway
Transjakarta hallo kak mau tanya kalau mau naik mikrotrans tapi ga punya kartu jaklingko apakah bisa pakai flazz atau KUE yang lainnya,transjakarta hallo tanya naik mikrotrans punya kartu jakarta lingko pakai flazz
real Beri subsidi aja kaya commuterline Transjakarta MRT dan jaklingko,real beri subsidi kaya commuterline transjakarta mass rapid transit jakarta lingko
Tp jaklingko cuma bisa ditopup di bamk dKI,jakarta lingko ditopup bamk
Transjakarta Halo selamat sore admin Saya mau nanya mengenai rute Jaklingko Dari halte sumber waras ke halte jelambar apakah ada rute jak lingkonya Terimakasih,transjakarta halo selamat sore admin tanya kena rute jakarta lingko halte sumber waras halte jambar rute lingkonya terimakasih
Hai min Transjakarta saya kemaren beli kartu jaklingko pembayaran melalui qris dana tetapi di mesin nya pembayaran nya 0 padahal dana saya sudah terpotong itu pengembalian dananya bagaimana ya min Karna saya jadinya bayarnya 2 kali buat 1 kartu Terimakasih,transjakarta kemarin beli kartu jakarta lingko bayar qris dana mesin bayar dana potong kembali dana jadi bayar kali kartu terimakasih
nyesek itu pas lagi nungguin Jaklingko lama bgt akhirnye ada angkot lewat naek angkot biar cepet eh pas udh stopin angkot belakangnye jaklingko,nyesek tunggu jakarta lingko banget akhirnye angkot lewat naik angkot cepat udah stopin angkot belakangnye jakarta lingko
wkwkwkkwkwk kayaknya emg ada aja supir jaklingko yg galak perihal gga bilang terima kasih tp dibanding komersil ini cukup lumayan sih tingkat keamanannya,wkwkwkkwkwk seperti memang supir jakarta lingko galak perihal bilang terima kasih banding komersil cukup lumayan tingkat aman
Ini gua naek jaklingko aja apa ya tp muter2 pasti gua kebelet pipis tayo mana ini yaallahhh,naik jakarta lingko tapi muter kebelet pipis tayo yaallahhh
Hai Kak Mohon maaf atas kendala yang dialami mengenai saldo terpotong 2 kali silakan laporkan ke nomor Customer Care JakLingko yang dapat di hubungi Whatsapp 0812 6000 1440 Phone 021 29223034 Email customercare co id Terima kasih YMW,mohon maaf atas kendala alami kena saldo potong kali sila lapor nomor customer care jakarta lingko hubung whatsapp phone email customercare terima kasih
Kepala gua abis Kejedot atas mobil jaklingko gegara buru2 MANA SAKIT BGT BUSED SED SED SED,kepala habis jedot atas mobil jakarta lingko gara-gara buru sakit banget bused
Halo Transjakarta tolong palang stop jaklingko ditambah di deretan jalan cipinang jaya jakarta timur atau lebih mudahnya di seberang halte SMAN 53 yang ke arah lapas cipinang untuk mempermudah siswi siswa menjangkau jaklingko Terima kasih,halo transjakarta palang henti jakarta lingko tambah deret jalan cipinang jaya jakarta timur mudah seberang halte sman arah lembaga masyarakat cipinang mudah siswi siswa jangkau jakarta lingko terima kasih
Transjakarta Min mau nanya dong misalkan dari jalan kepu kesadaran mau ke sunter karya rute nya gmn ya klo pake jaklingko busway,transjakarta tanya misal jalan kepu sadar sunter karya rute gimana kalau pakai jakarta lingko busway
never repeat daily activity balik sekolah naik angkot jaklingko tua di jalan bang yang ada,never repeat daily activity balik sekolah naik angkot jakarta lingko jalan
misi mau nanya nomor jaklingko dari uki ke bnn Transjakarta,misi tanya nomor jakarta lingko transjakarta
Niatnya juga mau ngopi dulu terus naik jaklingko ah elah,niat ngopi terus naik jakarta lingko elah
Misi mau tanya naik jaklingko dari cawang uki ke arah bnn itu nomor berapa ya,misi tanya naik jakarta lingko cawang arah nomor
Emang di citraland ada jaklingko,memang citraland jakarta lingko
Sama kayak TransJakarta orang senengnya nyebut busway Ya biarin aja Busway Lingko JakLingko angkot lebih enak disebut buat orang cadel Wk,transjakarta orang neng nyebut busway biarin busway lingko jakarta lingko angkot enak sebut orang cadel
Dan emang lebih membumi nama jaklingko hahahaha,memang bumi nama jakarta lingko hahahaha
Mikrotrans mas namanya Jaklingko jenama buat sistem transportasi umum terintegrasi Cuman ya emang angkot ini lebih familiar disebut Mikrotrans jaklingko sih gegara desain awalnya tulisan jaklingkonya gede bgt Desain mobil yg skrg lebih gedein tulisan Mikrotrans nya,mikrotrans nama jakarta lingko jenama sistem transportasi umum integrasi memang angkot familiar sebut mikrotrans jakarta lingko gara-gara desain awal tulis jaklingkonya gede banget desain mobil sekarang gedein tulis mikrotrans
gagasan formula e gimana blm yg lain lain spt jaklingko jalur sepeda penanganan banjir dll apa calonmu sendiri kurang prestasi sampai mencari keburukan calon lain,gagas formula bagaimana yang jakarta lingko jalur sepeda tangan banjir lain calon kurang prestasi cari keburu calon
Toniee achmadi Tapi yg pasti dia pernah mecat jadi menteri nya Krn gak becus kerja Prestasi dan piagam segudang tapi hasil kerja NOL langsung aja TANYAKAN orang nya lsg apa hasil kerja yg nyata selain JAKLINGKO di DKI saja APBD ludes apalagi negara nanti bisa APBN lenyap,toniee achmadi mecat jadi menteri becus kerja prestasi piagam gudang hasil kerja langsung tanya orang hasil kerja nyata jakarta lingko apbd ludes negara apbn lenyap
